AGE,GROSSVEHICLEWEIGHT_K,MILEAGE_K,MONTHOFINCEPTION,RISK_AREA,CONVICTIONS_FLAG,CLM_NUM_L5Y,COVER_TYPE,UKRESIDENCY_YEARS,ENGINE_SIZE,FUEL_TYPE,DD_DUQ,NUMBER_OF_DRIVERS,DTI,CLASSOFUSEDESC,OVERNIGHT_LOCATION,LICENCE_TYPE,LICENCEHELD_YEARS,CREDIT_SCORE,NCD,VEHICLE_AGE,VEHICLE_VALUE,NCDPROTECT,AD_POLPREMIUM,AGG_SOURCE,ANNUAL_TOPS_PRICE,HSALE,source_file,CREDIT_SCORE_MISSING,AGE_IMPUTED,GROSSVEHICLEWEIGHT_K_IMPUTED,MILEAGE_K_IMPUTED,MONTHOFINCEPTION_IMPUTED,CLM_NUM_L5Y_IMPUTED,UKRESIDENCY_YEARS_IMPUTED,ENGINE_SIZE_IMPUTED,FUEL_TYPE_IMPUTED,NUMBER_OF_DRIVERS_IMPUTED,DTI_IMPUTED,OVERNIGHT_LOCATION_IMPUTED,LICENCE_TYPE_IMPUTED,LICENCEHELD_YEARS_IMPUTED,CREDIT_SCORE_IMPUTED,NCD_IMPUTED,VEHICLE_AGE_IMPUTED,VEHICLE_VALUE_IMPUTED,AD_POLPREMIUM_IMPUTED,ANNUAL_TOPS_PRICE_IMPUTED,HSALE_IMPUTED,RISK_AREA_IMPUTED,CONVICTIONS_FLAG_IMPUTED,NCDPROTECT_IMPUTED,AGG_SOURCE_IMPUTED,AGE_LICENCE_GAP,NCD_CAPPED,LOG_VEHICLE_VALUE,LOG_AD_POLPREMIUM,AGE_BAND,ENGINE_SIZE_BAND,VEHICLE_VALUE_BAND,VEHICLE_AGE_BAND,MILEAGE_K_BAND,CREDIT_SCORE_BAND,SPLIT
53.0,3.5,10.0,2.0,WH,N,0.0,COMP,8.0,2.2,1.0,N,1.0,0.0,3,1.0,0.0,9.0,389.0,1.0,21.0,2000.0,FALSE,637.0,0.0,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27.0,1.0,7.601402334583733,6.456769655572163,51-60,2.0-2.9,<5K,11+,5-10,300-399,TRAIN
26.0,2.4,3.0,2.0,EM,N,0.0,COMP,26.0,1.9,1.0,Y,2.0,9.0,6,1.0,0.0,14.0,329.0,9.0,10.0,5395.0,FALSE,1280.0,0.0,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,-5.0,9.0,8.593413217327646,7.154615356913663,26-30,1.5-1.9,5-10K,6-10,<5,300-399,TRAIN
27.0,2.2,5.0,1.0,Y,N,0.0,COMP,27.0,2.0,1.0,Y,1.0,8.0,3,1.0,0.0,9.0,408.0,0.0,12.0,6150.0,FALSE,607.0,CTM,957.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,8.724369949208368,6.408528791059498,26-30,2.0-2.9,5-10K,11+,<5,400-499,TRAIN
58.0,2.2,8.5,3.0,NW,N,0.0,COMP,58.0,2.0,1.0,N,1.0,29.0,1,1.0,0.0,25.0,438.0,9.0,9.0,8000.0,TRUE,416.0,CTM,401.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,9.0,8.987321812850125,6.030685260261263,51-60,2.0-2.9,5-10K,6-10,5-10,400-499,TRAIN
60.0,2.8,6.0,3.0,Y,N,0.0,COMP,60.0,2.0,1.0,Y,2.0,12.0,A4,1.0,0.0,25.0,429.0,9.0,5.0,12260.0,TRUE,302.0,GCO,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,9.0,9.414178772232386,5.71042701737487,51-60,2.0-2.9,10-20K,4-5,5-10,400-499,TRAIN
41.0,2.9,5.0,3.0,S,N,0.0,COMP,41.0,2.2,1.0,Y,2.0,6.0,A10,1.0,0.0,21.0,487.0,9.0,9.0,6985.0,TRUE,317.0,GCO,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,9.0,8.851663425366777,5.75890177387728,41-50,2.0-2.9,5-10K,6-10,<5,400-499,TEST
53.0,2.7,12.0,2.0,OL,N,1.0,COMP,53.0,1.6,1.0,N,1.0,1.0,A10,1.0,0.0,25.0,486.0,9.0,9.0,5700.0,TRUE,565.0,GCO,624.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,9.0,8.648396877031582,6.336825731146441,51-60,1.5-1.9,5-10K,6-10,10-15,400-499,TRAIN
47.0,1.7,10.0,1.0,SW,N,0.0,TPFT,47.0,1.6,1.0,Y,1.0,5.0,1,1.0,0.0,23.0,428.0,0.0,17.0,910.0,FALSE,687.0,CTM,420.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,6.814542897259958,6.532334292222349,41-50,1.5-1.9,<5K,11+,5-10,400-499,TRAIN
35.0,2.3,8.0,3.0,NW,N,1.0,COMP,35.0,1.6,1.0,N,1.0,24.0,5,1.0,0.0,10.0,435.0,9.0,10.0,7095.0,TRUE,490.0,CON,0.0,1.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,9.0,8.867286523989415,6.194405391104672,31-40,1.5-1.9,5-10K,6-10,5-10,400-499,TRAIN
59.0,2.7,6.0,2.0,N,N,0.0,COMP,59.0,1.6,1.0,Y,1.0,1.0,8,4.0,0.0,25.0,382.0,1.0,16.0,2095.0,FALSE,291.0,CTM,1.0,1.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,1.0,7.647786045440933,5.673323267171493,51-60,1.5-1.9,<5K,11+,5-10,300-399,TRAIN
36.0,2.9,15.0,1.0,N,N,0.0,COMP,36.0,2.4,1.0,Y,2.0,1.0,A10,1.0,0.0,19.0,440.0,9.0,6.0,12520.0,TRUE,622.0,GCO,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.0,9.435162513668947,6.432940092739179,31-40,2.0-2.9,10-20K,6-10,10-15,400-499,TRAIN
60.0,1.9,10.0,2.0,NW,N,1.0,COMP,24.0,1.5,1.0,N,2.0,1.0,A10,2.0,0.0,25.0,384.0,9.0,10.0,7000.0,TRUE,425.0,GCO,349.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,9.0,8.853808274977197,6.052089168924417,51-60,1.5-1.9,5-10K,6-10,5-10,300-399,TRAIN
46.0,3.2,13.0,3.0,SE,N,0.0,COMP,46.0,2.0,1.0,N,1.0,18.0,5,1.0,0.0,25.0,353.0,9.0,3.0,26750.0,TRUE,716.0,CON,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9.0,10.19432713480299,6.573680166960646,41-50,2.0-2.9,20-30K,2-3,10-15,300-399,TRAIN
54.0,2.8,4.0,2.0,S,N,1.0,COMP,54.0,1.6,1.0,N,3.0,19.0,A4,4.0,0.0,25.0,358.0,8.0,7.0,7930.0,FALSE,665.0,GCO,443.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,8.0,8.97853441008332,6.499787040655854,51-60,1.5-1.9,5-10K,6-10,<5,300-399,TEST
29.0,3.5,5.0,2.0,SW,N,0.0,TPFT,29.0,2.1,1.0,Y,1.0,10.0,A4,1.0,0.0,12.0,298.0,2.0,8.0,8790.0,FALSE,1364.0,GCO,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,9.081483749851179,7.218176838403408,26-30,2.0-2.9,5-10K,6-10,<5,200-299,TRAIN
23.0,2.8,5.2,2.0,SE,N,0.0,COMP,23.0,2.2,1.0,Y,1.0,9.0,1,1.0,0.0,3.0,453.0,0.0,15.0,4200.0,FALSE,1452.0,CTM,1311.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,8.343077871169383,7.280697195384741,22-25,2.0-2.9,<5K,11+,5-10,400-499,TRAIN
21.0,3.3,8.0,2.0,SE,N,0.0,COMP,9.0,2.2,1.0,Y,1.0,1.0,3,3.0,0.0,2.0,234.0,0.0,17.0,700.0,FALSE,8925.0,CTM,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,6.55250788703459,9.09661160664784,17-21,2.0-2.9,<5K,11+,5-10,200-299,TEST
43.0,2.8,2.9,8.0,3 EN,N,0.0,TPFT,55.0,2.2,1.0,Y,2.0,7.0,1,1.0,0.0,25.0,405.0,9.0,11.0,4370.0,TRUE,519.0,CTM,1311.0,0.0,all_frames_combined_net_right_1.csv,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,8.382747094863314,6.251903883165888,41-50,2.0-2.9,<5K,11+,<5,400-499,TEST
50.0,3.5,11.0,2.0,OL,N,1.0,COMP,24.0,2.3,1.0,Y,1.0,1.0,1,4.0,0.0,25.0,425.0,1.0,7.0,6860.0,FALSE,1676.0,CTM,4223.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,1.0,8.833608482690892,7.424165281042028,41-50,2.0-2.9,5-10K,6-10,10-15,400-499,TRAIN
31.0,2.8,10.0,3.0,S,N,0.0,COMP,31.0,1.6,1.0,Y,2.0,26.0,A4,4.0,0.0,12.0,119.0,0.0,6.0,10660.0,FALSE,1540.0,GCO,1292.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,9.274347501950475,7.3395376954076745,31-40,1.5-1.9,10-20K,6-10,5-10,0-199,TEST
45.0,3.5,25.0,2.0,Y,N,0.0,COMP,45.0,2.3,1.0,Y,1.0,4.0,A10,4.0,0.0,24.0,233.0,3.0,6.0,11000.0,FALSE,1540.0,GCO,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,9.305741456739435,7.3395376954076745,41-50,2.0-2.9,10-20K,6-10,20+,200-299,TRAIN
24.0,2.4,7.9,3.0,OL,N,1.0,COMP,24.0,1.5,1.0,N,1.0,20.0,3,4.0,0.0,3.0,235.0,1.0,20.0,20.0,FALSE,1096.0,GCO,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.0,3.044522437723423,6.999422467507961,22-25,1.5-1.9,<5K,11+,5-10,200-299,TEST
56.0,2.8,30.0,2.0,EA,N,2.0,COMP,56.0,2.0,1.0,Y,2.0,23.0,5,1.0,0.0,6.0,304.0,6.0,6.0,9999.0,TRUE,1431.0,CTM,1446.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,6.0,9.210340371976184,7.266128779556451,51-60,2.0-2.9,5-10K,6-10,20+,300-399,TEST
35.0,3.1,10.0,3.0,EM,N,0.0,COMP,35.0,2.5,1.0,Y,1.0,23.0,5,1.0,0.0,26.0,420.0,9.0,2.0,20250.0,TRUE,591.0,CON,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0,9.0,9.915959454031448,6.3818160174060985,31-40,2.0-2.9,20-30K,2-3,5-10,400-499,TEST
56.0,3.0,10.0,2.0,WM,N,0.0,COMP,56.0,2.0,1.0,Y,4.0,7.0,A4,1.0,0.0,17.0,355.0,9.0,19.0,18000.0,TRUE,1025.0,GCO,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,9.0,9.798182590890704,6.932447891572509,51-60,2.0-2.9,10-20K,11+,5-10,300-399,TRAIN
47.0,3.3,10.0,2.0,SE,N,0.0,COMP,22.0,2.3,1.0,N,2.0,11.0,3,10.0,0.0,25.0,438.0,0.0,9.0,14660.0,FALSE,1663.0,CTM,1074.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,9.592946185938265,7.416378479192928,41-50,2.0-2.9,10-20K,6-10,5-10,400-499,TRAIN
41.0,3.3,10.0,2.0,EA,N,0.0,COMP,41.0,2.0,1.0,Y,1.0,11.0,1,1.0,0.0,17.0,384.0,9.0,5.0,15630.0,TRUE,648.0,CTM,530.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,9.0,9.65701140089547,6.473890696352274,41-50,2.0-2.9,10-20K,4-5,5-10,300-399,TRAIN
36.0,2.9,6.0,2.0,WM,N,0.0,COMP,36.0,2.0,1.0,Y,1.0,11.0,1,1.0,0.0,15.0,476.0,7.0,6.0,17840.0,FALSE,708.0,CTM,721.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,7.0,9.789254458374703,6.56244409369372,31-40,2.0-2.9,10-20K,6-10,5-10,400-499,TRAIN
40.0,2.4,8.0,1.0,SE,N,0.0,COMP,50.0,1.5,1.0,N,2.0,29.0,8,1.0,0.0,11.0,429.0,9.0,14.0,3400.0,FALSE,227.0,CON,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,9.0,8.131824785007195,5.424950017481403,31-40,1.5-1.9,<5K,11+,5-10,400-499,TRAIN
67.0,2.8,10.0,2.0,L,N,1.0,COMP,67.0,1.6,1.0,N,1.0,1.0,1,1.0,0.0,25.0,442.0,9.0,5.0,13270.0,FALSE,354.0,GCO,293.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,9.0,9.493336482437249,5.869296913133774,61-70,1.5-1.9,10-20K,4-5,5-10,400-499,TEST
26.0,3.0,7.0,2.0,WM,N,0.0,COMP,26.0,2.1,1.0,N,1.0,12.0,8,4.0,0.0,25.0,302.0,6.0,7.0,9000.0,FALSE,856.0,CON,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.0,6.0,9.105090961257085,6.752270376141742,26-30,2.0-2.9,5-10K,6-10,5-10,300-399,TRAIN
36.0,2.6,5.0,1.0,WM,N,1.0,COMP,36.0,1.6,1.0,N,1.0,1.0,8,6.0,0.0,9.0,469.0,9.0,11.0,10000.0,FALSE,667.0,CON,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,9.0,9.210440366976517,6.502790045915623,31-40,1.5-1.9,5-10K,11+,<5,400-499,TRAIN
57.0,1.9,3.5,3.0,SE,N,0.0,COMP,57.0,1.2,1.0,Y,1.0,2.0,A4,1.0,0.0,19.0,282.0,6.0,14.0,1150.0,FALSE,221.0,GCO,579.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,6.0,7.048386408721883,5.3981627015177525,51-60,1.0-1.4,<5K,11+,<5,200-299,TRAIN
57.0,3.3,10.0,3.0,WM,N,1.0,COMP,57.0,2.3,1.0,N,2.0,12.0,1,1.0,0.0,25.0,213.0,9.0,17.0,580.0,FALSE,492.0,0,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,9.0,6.364750756851911,6.198478716492308,51-60,2.0-2.9,<5K,11+,5-10,200-299,TEST
21.0,2.1,1.0,2.0,WM,N,1.0,COMP,21.0,1.0,1.0,N,1.0,2.0,5,1.0,0.0,7.0,402.0,9.0,14.0,2495.0,TRUE,357.0,0,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0,9.0,7.822444729489319,5.877735781779639,17-21,<1.0,<5K,11+,<5,400-499,TRAIN
54.0,2.3,8.0,2.0,EA,N,0.0,COMP,54.0,1.5,1.0,N,2.0,2.0,4,1.0,0.0,20.0,396.0,9.0,7.0,11000.0,TRUE,281.0,0,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,9.0,9.305741456739435,5.638354669333745,51-60,1.5-1.9,10-20K,6-10,5-10,300-399,TRAIN
53.0,2.9,10.0,2.0,WM,N,0.0,COMP,53.0,2.0,1.0,Y,1.0,2.0,1,2.0,0.0,30.0,491.0,2.0,8.0,12150.0,FALSE,671.0,0,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2.0,9.405166749908611,6.508769136971682,51-60,2.0-2.9,10-20K,6-10,5-10,400-499,TRAIN
54.0,2.8,20.2,3.0,EA,N,0.0,COMP,54.0,2.0,1.0,Y,2.0,29.0,1,1.0,0.0,25.0,0.0,9.0,15.0,2420.0,TRUE,1673.0,0,0.0,0.0,all_frames_combined_net_right_1.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,9.0,7.791935956938058,7.422373700986824,51-60,2.0-2.9,<5K,11+,20+,0-199,TRAIN
44.0,3.5,5.0,3.0,WM,N,0.0,COMP,44.0,2.0,1.0,N,1.0,28.0,6,1.0,0.0,24.0,391.0,9.0,9.0,6695.0,FALSE,316.0,0,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,9.0,8.80926561216931,5.755742213586912,41-50,2.0-2.9,5-10K,6-10,<5,300-399,TEST
67.0,2.0,2.0,2.0,L,N,1.0,COMP,96.0,1.9,1.0,N,2.0,18.0,2,1.0,0.0,28.0,254.0,9.0,16.0,3000.0,TRUE,566.0,0,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,9.0,8.006700845440367,6.338594078203183,61-70,1.5-1.9,<5K,11+,<5,200-299,TRAIN
39.0,3.0,16.0,3.0,WM,N,0.0,COMP,39.0,1.6,1.0,Y,2.0,29.0,3,1.0,0.0,21.0,405.0,9.0,6.0,11130.0,TRUE,773.0,0,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,9.317489287493226,6.650279048587422,31-40,1.5-1.9,10-20K,6-10,15-20,400-499,TRAIN
22.0,2.4,5.0,2.0,WM,N,0.0,COMP,22.0,2.5,1.0,Y,1.0,28.0,3,1.0,0.0,5.0,95.0,4.0,21.0,8590.0,FALSE,2331.0,0,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,9.058470422638056,7.754052639035757,22-25,2.0-2.9,5-10K,11+,<5,0-199,TRAIN
60.0,3.5,6.0,1.0,S,N,0.0,COMP,60.0,2.4,1.0,N,2.0,29.0,3,4.0,0.0,20.0,350.0,9.0,19.0,1590.0,FALSE,462.0,0,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,9.0,7.372118028337787,6.135564891081739,51-60,2.0-2.9,<5K,11+,5-10,300-399,TRAIN
35.0,2.0,5.0,2.0,SE,N,0.0,COMP,35.0,1.8,1.0,Y,1.0,28.0,2,1.0,0.0,6.0,0.0,0.0,0.0,1020.0,FALSE,1796.0,0,0.0,0.0,all_frames_combined_net_right_1.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0.0,6.928537818164665,7.493317248862145,31-40,1.5-1.9,<5K,0-1,<5,0-199,TRAIN
62.0,3.0,5.0,2.0,SE,N,0.0,COMP,70.0,2.0,1.0,Y,1.0,28.0,2,1.0,0.0,42.0,397.0,9.0,18.0,3500.0,TRUE,647.0,0,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,9.0,8.160803920954665,6.472346294500901,61-70,2.0-2.9,<5K,11+,<5,300-399,TRAIN
58.0,2.3,12.0,3.0,Y,N,0.0,COMP,58.0,1.5,1.0,Y,1.0,25.0,7,1.0,0.0,20.0,445.0,9.0,5.0,11560.0,FALSE,376.0,0,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,9.0,9.355392643675321,5.929589143389895,51-60,1.5-1.9,10-20K,4-5,10-15,400-499,TRAIN
53.0,1.8,4.0,2.0,NW,N,0.0,COMP,31.0,1.2,1.0,Y,2.0,29.0,3,1.0,0.0,25.0,125.0,2.0,18.0,340.0,FALSE,1320.0,0,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,2.0,5.831882477283517,7.1853870155804165,51-60,1.0-1.4,<5K,11+,<5,0-199,TRAIN
47.0,2.0,10.0,1.0,NL,N,0.0,COMP,47.0,1.6,1.0,Y,1.0,23.0,4,1.0,0.0,20.0,372.0,9.0,8.0,7000.0,TRUE,659.0,0,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,9.0,8.853808274977197,6.490723534502507,41-50,1.5-1.9,5-10K,6-10,5-10,300-399,TRAIN
63.0,3.1,30.0,1.0,S,N,0.0,COMP,51.0,2.1,1.0,N,3.0,29.0,1,4.0,0.0,25.0,411.0,9.0,12.0,4140.0,TRUE,653.0,0,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,9.0,8.328692583545568,6.481577129276431,61-70,2.0-2.9,<5K,11+,20+,400-499,TRAIN
40.0,2.7,16.0,3.0,WM,N,0.0,COMP,39.0,1.9,1.0,N,1.0,22.0,1,1.0,0.0,18.0,462.0,9.0,22.0,1200.0,FALSE,654.0,0,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,9.0,7.0909098220799835,6.483107351457199,31-40,1.5-1.9,<5K,11+,15-20,400-499,TRAIN
42.0,2.0,5.0,1.0,EM,N,0.0,COMP,42.0,1.2,1.0,Y,1.0,29.0,3,1.0,0.0,24.0,0.0,9.0,10.0,2070.0,TRUE,518.0,0,0.0,0.0,all_frames_combined_net_right_1.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,7.635786861395585,6.249975242259483,41-50,1.0-1.4,<5K,6-10,<5,0-199,TRAIN
32.0,2.4,18.0,1.0,L,N,1.0,COMP,5.0,1.5,1.0,N,1.0,6.0,1,3.0,0.0,12.0,315.0,0.0,6.0,4900.0,FALSE,2563.0,0,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,8.497194544909547,7.848933726364071,31-40,1.5-1.9,<5K,6-10,15-20,300-399,TEST
66.0,2.9,6.0,2.0,Y,N,0.0,COMP,29.0,2.4,1.0,N,2.0,29.0,3,1.0,0.0,25.0,437.0,9.0,8.0,12190.0,FALSE,270.0,0,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,9.0,9.408453253565146,5.598421958998375,61-70,2.0-2.9,10-20K,6-10,5-10,400-499,TRAIN
49.0,2.1,10.0,2.0,SE,N,0.0,COMP,49.0,1.6,1.0,Y,1.0,28.0,1,1.0,0.0,32.0,339.0,1.0,7.0,3460.0,FALSE,587.0,0,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,8.149312843635345,6.375024819828097,41-50,1.5-1.9,<5K,6-10,5-10,300-399,TRAIN
66.0,3.0,8.0,2.0,SE,N,0.0,COMP,66.0,1.6,1.0,N,2.0,23.0,6,1.0,0.0,26.0,372.0,9.0,8.0,6895.0,FALSE,464.0,0,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,9.0,8.83869681234353,6.139884552226255,61-70,1.5-1.9,5-10K,6-10,5-10,300-399,TRAIN
33.0,2.8,12.0,1.0,S,N,1.0,COMP,33.0,1.6,1.0,Y,1.0,29.0,1,1.0,0.0,12.0,431.0,9.0,8.0,8170.0,TRUE,537.0,0,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9.0,9.008346579384707,6.285998094508865,31-40,1.5-1.9,5-10K,6-10,10-15,400-499,TEST
57.0,3.2,10.0,3.0,WM,N,0.0,COMP,57.0,2.2,1.0,Y,1.0,28.0,8,1.0,0.0,27.0,385.0,8.0,6.0,14195.0,FALSE,504.0,0,0.0,0.0,all_frames_combined_net_right_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,8.0,9.560715513766388,6.222576268071369,51-60,2.0-2.9,10-20K,6-10,5-10,300-399,TRAIN
