AGE,GROSSVEHICLEWEIGHT_K,MILEAGE_K,MONTHOFINCEPTION,RISK_AREA,CONVICTIONS_FLAG,CLM_NUM_L5Y,COVER_TYPE,UKRESIDENCY_YEARS,ENGINE_SIZE,FUEL_TYPE,DD_DUQ,NUMBER_OF_DRIVERS,DTI,CLASSOFUSEDESC,OVERNIGHT_LOCATION,LICENCE_TYPE,LICENCEHELD_YEARS,CREDIT_SCORE,NCD,VEHICLE_AGE,VEHICLE_VALUE,NCDPROTECT,AD_POLPREMIUM,AGG_SOURCE,ANNUAL_TOPS_PRICE,HSALE,source_file,CREDIT_SCORE_MISSING,AGE_IMPUTED,GROSSVEHICLEWEIGHT_K_IMPUTED,MILEAGE_K_IMPUTED,MONTHOFINCEPTION_IMPUTED,CLM_NUM_L5Y_IMPUTED,UKRESIDENCY_YEARS_IMPUTED,ENGINE_SIZE_IMPUTED,FUEL_TYPE_IMPUTED,NUMBER_OF_DRIVERS_IMPUTED,DTI_IMPUTED,OVERNIGHT_LOCATION_IMPUTED,LICENCE_TYPE_IMPUTED,LICENCEHELD_YEARS_IMPUTED,CREDIT_SCORE_IMPUTED,NCD_IMPUTED,VEHICLE_AGE_IMPUTED,VEHICLE_VALUE_IMPUTED,AD_POLPREMIUM_IMPUTED,ANNUAL_TOPS_PRICE_IMPUTED,HSALE_IMPUTED,RISK_AREA_IMPUTED,CONVICTIONS_FLAG_IMPUTED,NCDPROTECT_IMPUTED,AGG_SOURCE_IMPUTED,AGE_LICENCE_GAP,NCD_CAPPED,LOG_VEHICLE_VALUE,LOG_AD_POLPREMIUM,AGE_BAND,ENGINE_SIZE_BAND,VEHICLE_VALUE_BAND,VEHICLE_AGE_BAND,MILEAGE_K_BAND,CREDIT_SCORE_BAND,SPLIT
50.0,2.8,10.0,2.0,SW,N,0.0,COMP,60.0,2.0,1.0,N,1.0,29.0,3,1.0,0.0,25.0,456.0,9.0,2.0,41000.0,TRUE,428.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,9.0,10.62135173563291,6.059123195581797,41-50,2.0-2.9,30K+,2-3,5-10,400-499,TRAIN
33.0,2.5,5.0,2.0,EM,N,0.0,COMP,33.0,1.6,1.0,N,1.0,1.0,1,1.0,0.0,15.0,436.0,0.0,7.0,6000.0,FALSE,658.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,8.699681400989514,6.489204931325317,31-40,1.5-1.9,5-10K,6-10,<5,400-499,TEST
23.0,2.3,20.0,1.0,N,N,0.0,COMP,22.0,1.8,1.0,N,1.0,29.0,1,1.0,0.0,4.0,421.0,4.0,18.0,1670.0,FALSE,1380.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,7.421177528595393,7.22983877815125,22-25,1.5-1.9,<5K,11+,15-20,400-499,TRAIN
39.0,3.2,20.0,2.0,EM,N,0.0,COMP,38.0,2.5,1.0,N,1.0,29.0,1,1.0,0.0,22.0,385.0,9.0,15.0,4090.0,TRUE,961.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.0,8.316544717929398,6.8679744089702925,31-40,2.0-2.9,<5K,11+,15-20,300-399,TRAIN
35.0,3.5,26.0,3.0,SE,N,0.0,COMP,11.0,2.0,1.0,N,1.0,28.0,5,1.0,0.0,15.0,395.0,9.0,8.0,7595.0,TRUE,2561.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,9.0,8.935377071932177,7.848153086199526,31-40,2.0-2.9,5-10K,6-10,20+,300-399,TRAIN
48.0,3.1,9.0,2.0,OL,N,0.0,COMP,48.0,1.9,1.0,N,2.0,4.0,1,3.0,0.0,20.0,435.0,9.0,4.0,25020.0,TRUE,816.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,9.0,10.127470751247781,6.704414354964107,41-50,1.5-1.9,20-30K,4-5,5-10,400-499,TRAIN
52.0,3.0,12.0,3.0,NW,N,0.0,COMP,52.0,2.5,1.0,N,2.0,5.0,0,1.0,0.0,21.0,464.0,9.0,15.0,8000.0,TRUE,340.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,9.0,8.987321812850125,5.8289456176102075,51-60,2.0-2.9,5-10K,11+,10-15,400-499,TRAIN
56.0,3.5,10.0,3.0,SW,N,0.0,COMP,56.0,2.0,1.0,N,1.0,28.0,5,4.0,0.0,26.0,0.0,9.0,7.0,6995.0,FALSE,580.0,0,0.0,0.0,all_frames_combined_net_1.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,9.0,8.853093836138493,6.363028103540465,51-60,2.0-2.9,5-10K,6-10,5-10,0-199,TRAIN
50.0,2.6,13.0,2.0,S,N,0.0,COMP,50.0,2.0,1.0,N,2.0,4.0,410,1.0,0.0,18.0,389.0,9.0,23.0,5000.0,TRUE,1031.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,9.0,8.517393171418904,6.93828448401696,41-50,2.0-2.9,<5K,11+,10-15,300-399,TRAIN
22.0,2.9,8.0,1.0,SE,N,0.0,COMP,22.0,2.0,1.0,N,1.0,29.0,1,1.0,0.0,4.0,0.0,4.0,4.0,11390.0,FALSE,1895.0,0,0.0,0.0,all_frames_combined_net_1.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,9.340578848899913,7.546974117516527,22-25,2.0-2.9,10-20K,4-5,5-10,0-199,TRAIN
48.0,2.8,8.0,2.0,EA,N,0.0,COMP,45.0,2.0,1.0,Y,2.0,29.0,3,3.0,0.0,23.0,340.0,9.0,12.0,14500.0,TRUE,236.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,9.0,9.581972891547895,5.4638318050256105,41-50,2.0-2.9,10-20K,11+,5-10,300-399,TRAIN
35.0,2.9,8.0,1.0,NW,N,0.0,COMP,25.0,2.2,1.0,Y,1.0,29.0,1,1.0,0.0,7.0,287.0,1.0,10.0,3420.0,FALSE,1321.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,1.0,8.137688184977605,7.186144304522325,31-40,2.0-2.9,<5K,6-10,5-10,200-299,TRAIN
21.0,1.9,8.0,1.0,SW,N,0.0,COMP,21.0,1.6,1.0,N,1.0,28.0,2,1.0,0.0,1.0,204.0,1.0,13.0,1240.0,FALSE,1593.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,7.123672785204607,7.373374309910049,17-21,1.5-1.9,<5K,11+,5-10,200-299,TRAIN
37.0,2.6,6.0,1.0,OL,N,0.0,COMP,18.0,2.2,1.0,Y,1.0,29.0,1,1.0,0.0,18.0,91.0,9.0,16.0,760.0,FALSE,1096.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9.0,6.634633357861686,6.999422467507961,31-40,2.0-2.9,<5K,11+,5-10,0-199,TRAIN
34.0,2.8,14.0,3.0,S,N,0.0,COMP,34.0,2.0,1.0,Y,1.0,0.0,0,1.0,0.0,16.0,374.0,9.0,3.0,16410.0,TRUE,536.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,9.705707120679628,6.284134161070802,31-40,2.0-2.9,10-20K,2-3,10-15,300-399,TRAIN
47.0,2.9,5.0,3.0,SE,N,0.0,COMP,47.0,2.0,1.0,Y,2.0,29.0,3,1.0,0.0,25.0,183.0,9.0,17.0,1250.0,FALSE,1124.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,9.0,7.1316985104669115,7.024649030453636,41-50,2.0-2.9,<5K,11+,<5,0-199,TRAIN
20.0,3.4,6.0,1.0,N,N,0.0,COMP,19.0,2.0,1.0,N,3.0,29.0,3,1.0,0.0,2.0,374.0,1.0,7.0,8320.0,FALSE,2824.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,9.02653771890043,7.945909598613133,17-21,2.0-2.9,5-10K,6-10,5-10,300-399,TRAIN
51.0,2.6,8.0,2.0,NW,N,0.0,COMP,51.0,1.6,1.0,Y,1.0,29.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,5770.0,0,0.0,0.0,all_frames_combined_net_1.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,0.0,0.0,8.660427359502146,51-60,1.5-1.9,<5K,0-1,5-10,0-199,TEST
33.0,3.0,7.0,1.0,SE,N,0.0,COMP,33.0,2.0,1.0,Y,1.0,19.0,2,1.0,0.0,21.0,451.0,6.0,6.0,8450.0,TRUE,650.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.0,6.0,9.042040056544483,6.476972362889683,31-40,2.0-2.9,5-10K,6-10,5-10,400-499,TRAIN
50.0,2.6,13.0,3.0,S,N,1.0,COMP,50.0,2.0,1.0,N,2.0,4.0,410,1.0,0.0,18.0,389.0,9.0,23.0,5000.0,TRUE,988.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,9.0,8.517393171418904,6.895682697747868,41-50,2.0-2.9,<5K,11+,10-15,300-399,TRAIN
33.0,1.8,10.0,3.0,SE,N,0.0,COMP,8.0,1.2,1.0,N,2.0,29.0,1,1.0,0.0,15.0,390.0,5.0,11.0,1670.0,TRUE,581.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,5.0,7.421177528595393,6.364750756851911,31-40,1.0-1.4,<5K,11+,5-10,300-399,TEST
39.0,3.0,12.0,1.0,N,N,0.0,COMP,39.0,2.0,1.0,N,1.0,29.0,1,1.0,0.0,19.0,468.0,9.0,4.0,24940.0,FALSE,409.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,9.0,10.12426831466115,6.013715156042802,31-40,2.0-2.9,20-30K,4-5,10-15,400-499,TRAIN
37.0,2.2,50.0,1.0,SW,N,0.0,COMP,37.0,1.6,1.0,N,1.0,11.0,5,4.0,0.0,15.0,337.0,3.0,10.0,4495.0,FALSE,2305.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,3.0,8.410943391573527,7.742835955430749,31-40,1.5-1.9,<5K,6-10,20+,300-399,TEST
39.0,1.8,5.0,2.0,WM,N,0.0,COMP,39.0,1.2,1.0,N,2.0,29.0,3,1.0,0.0,0.0,0.0,0.0,0.0,9600.0,FALSE,682.0,0,0.0,0.0,all_frames_combined_net_1.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0.0,9.169622538697624,6.525029657843462,31-40,1.0-1.4,5-10K,0-1,<5,0-199,TRAIN
70.0,2.6,3.0,2.0,WM,N,0.0,COMP,70.0,2.2,1.0,D,2.0,3.0,1,1.0,0.0,1.0,134.0,1.0,14.0,1000.0,FALSE,405.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,1.0,6.90875477931522,6.003887067106539,61-70,2.0-2.9,<5K,11+,<5,0-199,TRAIN
60.0,2.4,9.0,3.0,N,N,1.0,COMP,59.0,1.6,1.0,N,1.0,29.0,4,1.0,0.0,21.0,366.0,9.0,13.0,7000.0,FALSE,203.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,9.0,8.853808274977197,5.313205979041787,51-60,1.5-1.9,5-10K,11+,5-10,300-399,TRAIN
39.0,1.8,4.0,3.0,SE,N,1.0,TPFT,39.0,1.7,1.0,Y,1.0,29.0,1,2.0,0.0,25.0,335.0,8.0,7.0,6430.0,FALSE,260.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0,8.0,8.768885326134862,5.560681631015528,31-40,1.5-1.9,5-10K,6-10,<5,300-399,TRAIN
43.0,2.8,1.9,9.0,2 M,N,0.0,COMP,65.0,1.6,1.0,N,2.0,23.0,3,2.0,0.0,21.0,270.0,5.0,19.0,740.0,FALSE,957.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,6.608000625296087,6.863803391452954,41-50,1.5-1.9,<5K,11+,<5,200-299,TRAIN
49.0,2.8,8.0,2.0,WM,N,0.0,COMP,49.0,2.0,1.0,Y,2.0,0.0,0,0.0,0.0,25.0,485.0,9.0,9.0,4260.0,TRUE,192.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,9.0,8.357259153499912,5.2574953720277815,41-50,2.0-2.9,<5K,6-10,5-10,400-499,TEST
61.0,1.7,0.0,1.0,WM,N,0.0,COMP,61.0,1.6,1.0,Y,1.0,29.0,3,1.0,0.0,25.0,410.0,4.0,19.0,2400.0,FALSE,254.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,4.0,7.783640596221253,5.537334267018537,61-70,1.5-1.9,<5K,11+,<5,400-499,TRAIN
32.0,3.5,10.2,2.0,WM,N,0.0,COMP,32.0,2.3,1.0,Y,1.0,29.0,3,4.0,0.0,25.0,245.0,3.0,18.0,490.0,FALSE,492.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.0,3.0,6.19644412779452,6.198478716492308,31-40,2.0-2.9,<5K,11+,10-15,200-299,TRAIN
44.0,2.0,10.0,3.0,EM,N,1.0,COMP,43.0,1.2,1.0,Y,1.0,29.0,1,1.0,0.0,7.0,420.0,3.0,10.0,3550.0,FALSE,1211.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,3.0,8.174984532943087,7.099201743553092,41-50,1.0-1.4,<5K,6-10,5-10,400-499,TRAIN
43.0,2.8,2.8,3.0,3 V,N,0.0,COMP,59.0,2.2,1.0,Y,1.0,29.0,3,1.0,0.0,17.0,194.0,9.0,10.0,3410.0,FALSE,638.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,8.134760782418645,6.45833828334479,41-50,2.0-2.9,<5K,6-10,<5,0-199,TRAIN
43.0,0.0,0.0,2.0,0,0,0.0,COMP,0.0,1.8,1.0,Y,1.0,0.0,0,0.0,0.0,22.0,449.0,9.0,14.0,2650.0,TRUE,280.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9.0,7.8826922062890254,5.634789603169249,41-50,1.5-1.9,<5K,11+,<5,400-499,TRAIN
58.0,2.3,8.0,2.0,WM,N,0.0,COMP,58.0,2.0,1.0,N,2.0,29.0,1,1.0,0.0,25.0,461.0,5.0,9.0,5550.0,FALSE,479.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,5.0,8.621733370690162,6.171700597410915,51-60,2.0-2.9,5-10K,6-10,5-10,400-499,TRAIN
34.0,3.5,4.0,1.0,SE,N,0.0,COMP,34.0,2.0,1.0,Y,3.0,3.0,2,3.0,0.0,13.0,158.0,0.0,7.0,6000.0,FALSE,4059.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,8.699681400989514,8.308691916838898,31-40,2.0-2.9,5-10K,6-10,<5,0-199,TRAIN
55.0,2.0,4.0,3.0,NL,N,0.0,COMP,55.0,1.2,1.0,N,1.0,28.0,8,1.0,0.0,26.0,391.0,1.0,12.0,2795.0,FALSE,320.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,1.0,7.935945103353701,5.768320995793772,51-60,1.0-1.4,<5K,11+,<5,300-399,TEST
26.0,2.9,5.0,1.0,WM,N,0.0,COMP,26.0,3.0,1.0,Y,1.0,23.0,6,4.0,0.0,5.0,469.0,6.0,20.0,3295.0,FALSE,747.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,6.0,8.100464891029363,6.616065185132817,26-30,3.0+,<5K,11+,<5,400-499,TRAIN
43.0,2.8,2.0,4.0,2 DL,N,0.0,TPFT,37.0,1.2,1.0,Y,1.0,23.0,6,1.0,0.0,17.0,391.0,9.0,18.0,1895.0,FALSE,464.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,7.547501682814967,6.139884552226255,41-50,1.0-1.4,<5K,11+,<5,300-399,TEST
63.0,3.3,5.0,3.0,SE,N,0.0,COMP,63.0,2.0,1.0,Y,2.0,23.0,10,1.0,0.0,20.0,458.0,9.0,2.0,3000.0,FALSE,691.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,9.0,8.006700845440367,6.53813982376767,61-70,2.0-2.9,<5K,2-3,<5,400-499,TRAIN
30.0,2.0,15.0,2.0,S,N,0.0,COMP,30.0,1.6,1.0,Y,1.0,29.0,1,2.0,0.0,12.0,396.0,9.0,8.0,3830.0,FALSE,519.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,8.25088114470065,6.251903883165888,26-30,1.5-1.9,<5K,6-10,10-15,300-399,TEST
60.0,2.6,13.0,2.0,S,N,1.0,COMP,49.0,2.0,1.0,N,2.0,22.0,10,1.0,0.0,18.0,389.0,9.0,23.0,5000.0,TRUE,938.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,9.0,8.517393171418904,6.843749949006225,51-60,2.0-2.9,<5K,11+,10-15,300-399,TRAIN
51.0,2.2,6.0,2.0,EM,N,0.0,COMP,51.0,1.6,1.0,Y,2.0,29.0,3,1.0,0.0,25.0,416.0,9.0,13.0,5800.0,TRUE,193.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,8.665785595466064,5.262690188904886,51-60,1.5-1.9,5-10K,11+,5-10,400-499,TRAIN
38.0,3.5,15.0,2.0,Y,N,1.0,COMP,38.0,2.0,1.0,Y,1.0,29.0,1,4.0,0.0,18.0,398.0,1.0,3.0,14980.0,FALSE,1221.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,9.614538010517382,7.107425474110705,31-40,2.0-2.9,10-20K,2-3,10-15,300-399,TRAIN
67.0,2.4,45.0,3.0,EA,N,0.0,COMP,8.0,1.5,1.0,Y,1.0,29.0,1,1.0,0.0,25.0,447.0,2.0,5.0,5330.0,FALSE,1142.0,0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,2.0,8.581294116822761,7.040536390215956,61-70,1.5-1.9,5-10K,4-5,20+,400-499,TRAIN
31.0,2.8,10.0,3.0,EM,N,0.0,COMP,31.0,1.6,1.0,N,1.0,17.0,1,1.0,0.0,13.0,374.0,9.0,7.0,6000.0,FALSE,658.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,8.699681400989514,6.489204931325317,31-40,1.5-1.9,5-10K,6-10,5-10,300-399,TRAIN
52.0,3.5,8.0,1.0,WM,N,0.0,COMP,52.0,3.0,1.0,N,1.0,29.0,3,1.0,0.0,25.0,452.0,9.0,18.0,3210.0,TRUE,619.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,9.0,8.074337694089515,6.428105272684596,51-60,3.0+,<5K,11+,5-10,400-499,TEST
43.0,2.8,2.6,2.0,3 WN,N,0.0,COMP,5.0,1.6,1.0,Y,1.0,3.0,2,3.0,0.0,2.0,246.0,2.0,8.0,9050.0,FALSE,2637.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,2.0,9.11063052782717,7.877397186353287,41-50,1.5-1.9,5-10K,6-10,<5,200-299,TRAIN
34.0,2.3,5.0,1.0,SE,N,0.0,COMP,34.0,1.8,1.0,Y,1.0,8.0,2,1.0,0.0,10.0,404.0,4.0,13.0,1290.0,FALSE,655.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,4.0,7.1631723908466425,6.484635235635252,31-40,1.5-1.9,<5K,11+,<5,400-499,TEST
62.0,2.0,9.0,3.0,SE,N,0.0,COMP,62.0,1.5,1.0,Y,1.0,28.0,2,3.0,0.0,43.0,390.0,9.0,13.0,2160.0,TRUE,441.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9.0,7.6783263565068856,6.089044875446846,61-70,1.5-1.9,<5K,11+,5-10,300-399,TEST
72.0,3.5,11.0,1.0,Y,N,0.0,COMP,72.0,2.2,1.0,N,1.0,5.0,0,1.0,0.0,19.0,301.0,9.0,10.0,5850.0,TRUE,586.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,9.0,8.674367865788236,6.373319789577012,71+,2.0-2.9,5-10K,6-10,10-15,300-399,TRAIN
45.0,3.0,7.0,2.0,Y,N,0.0,COMP,45.0,2.0,1.0,Y,1.0,1.0,1,3.0,0.0,28.0,151.0,6.0,5.0,11610.0,FALSE,699.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,9.359708203627006,6.54965074223381,41-50,2.0-2.9,10-20K,4-5,5-10,0-199,TRAIN
35.0,2.4,15.0,2.0,NW,N,0.0,COMP,35.0,1.6,1.0,N,1.0,29.0,1,1.0,0.0,17.0,459.0,8.0,6.0,6910.0,FALSE,668.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,8.0,8.840869624091395,6.504288173536645,31-40,1.5-1.9,5-10K,6-10,10-15,400-499,TRAIN
35.0,3.0,5.0,2.0,EM,N,0.0,COMP,35.0,1.9,1.0,Y,1.0,23.0,8,5.0,0.0,18.0,404.0,6.0,21.0,3000.0,FALSE,383.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,8.006700845440367,5.948034989180646,31-40,1.5-1.9,<5K,11+,<5,400-499,TRAIN
55.0,1.7,8.0,2.0,EM,N,0.0,TPFT,55.0,1.5,1.0,N,1.0,29.0,3,4.0,0.0,25.0,278.0,9.0,20.0,770.0,TRUE,448.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,9.0,6.647688373563329,6.104793232414985,51-60,1.5-1.9,<5K,11+,5-10,200-299,TRAIN
41.0,2.0,10.0,3.0,Y,N,0.0,COMP,41.0,1.6,1.0,N,1.0,28.0,5,5.0,0.0,8.0,156.0,2.0,23.0,700.0,FALSE,1032.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,2.0,6.55250788703459,6.939253946041508,41-50,1.5-1.9,<5K,11+,5-10,0-199,TRAIN
34.0,2.9,8.0,2.0,SE,N,0.0,COMP,34.0,2.2,1.0,Y,1.0,29.0,7,1.0,0.0,17.0,317.0,5.0,10.0,7650.0,TRUE,477.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,8.942591637231851,6.1675164908883415,31-40,2.0-2.9,5-10K,6-10,5-10,300-399,TRAIN
27.0,2.6,7.0,2.0,WM,N,0.0,COMP,27.0,2.0,1.0,N,1.0,29.0,3,1.0,0.0,1.0,420.0,4.0,5.0,16590.0,FALSE,1123.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,4.0,9.716615658643356,7.023758954738443,26-30,2.0-2.9,10-20K,4-5,5-10,400-499,TRAIN
